CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
05163290;La Garonne à l'entrée dans Toulouse;800;2016-08-31;10;Diatomées benthiques;2018-05-09;00:00:00;8060;Nombre de taxons contributifs de l'IBD;25.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600704;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2017-09-05;10;Diatomées benthiques;2018-05-09;00:00:00;5856;Indice Biologique Diatomées (IBD);14.7;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704022;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2017-09-05;10;Diatomées benthiques;2018-05-09;00:00:00;8059;Nombre d'unités diatomiques contributives;295.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704022;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2017-09-05;10;Diatomées benthiques;2018-05-09;00:00:00;8060;Nombre de taxons contributifs de l'IBD;43.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1704022;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2018-09-13;10;Diatomées benthiques;2019-05-15;00:00:00;5856;Indice Biologique Diatomées (IBD);14.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777454;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2018-09-13;10;Diatomées benthiques;2019-05-15;00:00:00;8059;Nombre d'unités diatomiques contributives;261.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777454;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2018-09-13;10;Diatomées benthiques;2019-05-15;00:00:00;8060;Nombre de taxons contributifs de l'IBD;36.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1777454;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2019-09-05;10;Diatomées benthiques;2020-04-02;00:00:00;5856;Indice Biologique Diatomées (IBD);11.7;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1842124;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2019-09-05;10;Diatomées benthiques;2020-04-02;00:00:00;8059;Nombre d'unités diatomiques contributives;332.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1842124;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;800;2019-09-05;10;Diatomées benthiques;2020-04-02;00:00:00;8060;Nombre de taxons contributifs de l'IBD;21.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1842124;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2016-07-27;27;Macrophytes;2017-09-07;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);6.71;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMRprof_BE;1635867;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2017-07-20;27;Macrophytes;2018-04-13;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);6.71;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704843;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2017-07-20;27;Macrophytes;2018-04-13;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;19.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704843;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2017-07-20;27;Macrophytes;2018-04-13;00:00:00;8063;Note IBMR robuste;7.33;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704843;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2018-08-31;27;Macrophytes;2019-09-24;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.79;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778784;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2018-08-31;27;Macrophytes;2019-09-24;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;16.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778784;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2018-08-31;27;Macrophytes;2019-09-24;00:00:00;8063;Note IBMR robuste;7.75;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1778784;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2019-09-05;27;Macrophytes;2020-04-02;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.87;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842271;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2019-09-05;27;Macrophytes;2020-04-02;00:00:00;7974;Nombre de taxons contributifs de l'IBMR;26.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842271;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05163290;La Garonne à l'entrée dans Toulouse;900;2019-09-05;27;Macrophytes;2020-04-02;00:00:00;8063;Note IBMR robuste;8.53;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.4;1842271;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2016-08-18;4;Poissons;2017-06-15;00:00:00;7036;Indice Poisson Rivière (IPR);5.33;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;AFB_IPR_AG_2016;1400104;18006801702264;OFFICE NATIONAL DE L EAU ET DES MILIEUX AQUATIQUES - DELEGATION INTERREGIONALE AQUITAINE MIDI PYRENEES (ONEMA);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2017-08-18;4;Poissons;2018-03-12;00:00:00;7036;Indice Poisson Rivière (IPR);11.92;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;AFB_IPR_AG_2017;1676622;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7036;Indice Poisson Rivière (IPR);3.35984863692887;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7644;Score de la métrique nombre total d’espèces (NTE);0.347255031772887;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);0.182188986828637;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);0.623706919901971;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7745;Score de la métrique densité d'individus invertivores (DII);0.13964927148504;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7746;Score de la métrique densité d'individus omnivores (DIO);0.914485742703075;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7786;Score de la métrique densité d'individus tolérants (DIT);0.93092004056775;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2018-08-23;4;Poissons;2019-03-25;;7787;Score de la métrique densité totale d'individus (DTI);0.221642643669516;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.2;Aspe39218eta2_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM80.00_PntCEPM1.20_ProfMStaM1.49_AltM159_TAir1C5.8_TAir7C22.0;13002276700011;AGENCE FRANCAISE POUR LA BIODIVERSITÉ (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7036;Indice Poisson Rivière (IPR);18.26252182655;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7644;Score de la métrique nombre total d’espèces (NTE);6.69652511818763;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7743;Score de la métrique nombre d'espèces lithophiles (NEL);0.186189917651116;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7744;Score de la métrique nombre d'espèces rhéophiles (NER);2.16226793999207;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7745;Score de la métrique densité d'individus invertivores (DII);0.00446271868507975;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7746;Score de la métrique densité d'individus omnivores (DIO);2.68161689022525;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7786;Score de la métrique densité d'individus tolérants (DIT);2.44062737273075;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;500;2019-10-04;4;Poissons;2019-11-26;;7787;Score de la métrique densité totale d'individus (DTI);4.09083186907809;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IPR_v1.0.3;Aspe82440eta3_SurfEchMc1250.00_SBVDKmc6822.08_DSrcKm186.75_LarMEauM74.00_PntCEPM1.20_ProfMStaM1.23_AltM159_TAir1C5.8_TAir7C22.0;13002276700078;AGENCE FRANCAISE POUR LA BIODIVERSITE - AFB DIRECTION REGIONALE OCCITANIE (AFB);0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2016-09-05;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;19.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1637824;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2016-09-05;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;43.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1637824;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2016-09-05;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;8.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1637824;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2016-09-05;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;61.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1637824;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2017-10-18;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;20.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1702209;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2017-10-18;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;50.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1702209;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2017-10-18;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;8.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1702209;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2017-10-18;13;Macroinvertébrés aquatiques;2018-05-04;00:00:00;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;74.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.0;1702209;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2018-09-04;13;Macroinvertébrés aquatiques;2019-05-15;00:00:00;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;20.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1773003;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2018-09-04;13;Macroinvertébrés aquatiques;2019-05-15;00:00:00;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;45.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1773003;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2018-09-04;13;Macroinvertébrés aquatiques;2019-05-15;00:00:00;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;8.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1773003;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2018-09-04;13;Macroinvertébrés aquatiques;2019-05-15;00:00:00;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;64.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1773003;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2019-09-03;13;Macroinvertébrés aquatiques;2020-04-02;00:00:00;6951;Indice macroinvertébrés grands cours d'eau - 12 prélèvements;20.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839487;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2019-09-03;13;Macroinvertébrés aquatiques;2020-04-02;00:00:00;6955;Variété taxonomique macroinvertébrés grands cours d'eau - 12 prélèvements;45.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839487;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2019-09-03;13;Macroinvertébrés aquatiques;2020-04-02;00:00:00;6959;Groupe Faunistique Indicateur macroinvertébrés grands cours d'eau - 12 prélèvements;8.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839487;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;700;2019-09-03;13;Macroinvertébrés aquatiques;2020-04-02;00:00:00;8130;Nombre de taxons contributifs de MGCE 12 prélèvements;61.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;MGCE_v1.0.1;1839487;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2016-09-09;10;Diatomées benthiques;2018-05-09;00:00:00;5856;Indice Biologique Diatomées (IBD);16.6;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600763;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2016-09-09;10;Diatomées benthiques;2018-05-09;00:00:00;8059;Nombre d'unités diatomiques contributives;316.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600763;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2016-09-09;10;Diatomées benthiques;2018-05-09;00:00:00;8060;Nombre de taxons contributifs de l'IBD;33.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1600763;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2017-09-21;10;Diatomées benthiques;2019-01-14;00:00:00;5856;Indice Biologique Diatomées (IBD);20.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703118;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2017-09-21;10;Diatomées benthiques;2019-01-14;00:00:00;8059;Nombre d'unités diatomiques contributives;383.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703118;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2017-09-21;10;Diatomées benthiques;2019-01-14;00:00:00;8060;Nombre de taxons contributifs de l'IBD;18.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.1;1703118;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2018-09-03;10;Diatomées benthiques;2019-10-01;00:00:00;5856;Indice Biologique Diatomées (IBD);18.1;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778017;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2018-09-03;10;Diatomées benthiques;2019-10-01;00:00:00;8059;Nombre d'unités diatomiques contributives;140.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778017;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2018-09-03;10;Diatomées benthiques;2019-10-01;00:00:00;8060;Nombre de taxons contributifs de l'IBD;21.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1778017;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2019-09-20;10;Diatomées benthiques;2020-04-02;00:00:00;5856;Indice Biologique Diatomées (IBD);15.2;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841585;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2019-09-20;10;Diatomées benthiques;2020-04-02;00:00:00;8059;Nombre d'unités diatomiques contributives;340.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841585;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;800;2019-09-20;10;Diatomées benthiques;2020-04-02;00:00:00;8060;Nombre de taxons contributifs de l'IBD;38.0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBD_v1.1.2;1841585;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;900;2016-07-27;27;Macrophytes;2017-09-07;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.36;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMRprof_BE;1635872;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
05174000;La Garonne en amont de l'Ariège;900;2017-07-26;27;Macrophytes;2018-04-13;00:00:00;2928;Indice Biologique Macrophytique en Rivière (I.B.M.R.);7.07;X;X;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;IBMR_v1.1.2;1704653;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;0;Inconnu
